Philosophy Of The World,The Shaggs,1969,https://www.discogs.com/master/71215,Rock,Folk Rock
Jashumon,"J. A. Seazer, Tenjo Sajiki",1972,https://www.discogs.com/master/254724,Rock,Psychedelic Rock
Seventh Sojourn,The Moody Blues,1972,https://www.discogs.com/master/41317,Rock,Psychedelic Rock
国境巡礼歌 (J・A・シーザー・リサイタル),"J. A. Seazer, 悪魔の家, Tenjo Sajiki",1973,https://www.discogs.com/master/6609,Rock|Stage & Screen,Psychedelic Rock|Soundtrack
Mother Earth's Plantasia,Mort Garson,1976,https://www.discogs.com/master/822931,Electronic,Ambient|Experimental
Animals,Pink Floyd,1977,https://www.discogs.com/master/10370,Rock,Prog Rock
Greatest Hits,The Cars,1985,https://www.discogs.com/master/69626,Rock,Pop Rock|Synth-pop
Scream Bloody Gore,Death,1987,https://www.discogs.com/master/15883,Rock,Death Metal
Greatest Hits,Journey,1988,https://www.discogs.com/master/92802,Rock,Arena Rock|Classic Rock
Stars,Simply Red,1991,https://www.discogs.com/master/25922,Funk / Soul|Pop|Rock,Ballad|Pop Rock
The Very Best Of The Eagles,Eagles,1994,https://www.discogs.com/master/60678,Rock,Country Rock|Pop Rock
Pilgrim,Eric Clapton,1998,https://www.discogs.com/master/85193,Rock,Soft Rock
The Tired Sounds Of Stars Of The Lid,Stars Of The Lid,2001,https://www.discogs.com/master/9865,Electronic,Ambient|Drone
Weezer,Weezer,2001,https://www.discogs.com/master/35285,Rock,Alternative Rock|Emo
Maladroit,Weezer,2002,https://www.discogs.com/master/35068,Rock,Alternative Rock
Life For Rent,Dido,2003,https://www.discogs.com/master/97705,Electronic|Pop,Ballad|Downtempo|Vocal
The Essential REO Speedwagon,REO Speedwagon,2004,https://www.discogs.com/master/910883,Rock,Classic Rock|Hard Rock|Pop Rock
Ultimate,Daryl Hall & John Oates,2004,https://www.discogs.com/master/847489,Electronic|Funk / Soul|Rock,Pop Rock|Soul|Synth-pop
All Over The World - The Very Best Of Electric Light Orchestra,Electric Light Orchestra,2005,https://www.discogs.com/master/119646,Electronic|Rock,Disco|Pop Rock|Prog Rock
Hold Your Colour,Pendulum,2005,https://www.discogs.com/master/48291,Electronic,Breaks|Drum n Bass
Live At Stubb's,Matisyahu,2005,https://www.discogs.com/master/228362,Reggae,
Variations VII,John Cage,2008,https://www.discogs.com/release/1574848,Electronic,Contemporary|Experimental
Man On The Moon: The End Of Day,Kid Cudi,2009,https://www.discogs.com/master/191288,Electronic|Funk / Soul|Hip Hop|Pop,Pop Rap|Soul
"Save Me, San Francisco",Train,2009,https://www.discogs.com/master/307841,"Folk, World, & Country|Rock",Folk Rock|Pop Rock
Man On The Moon II: The Legend Of Mr. Rager,Kid Cudi,2010,https://www.discogs.com/master/293609,Electronic|Hip Hop|Rock,Alternative Rock|Electro|Hip Hop|Trip Hop
Greatest Hits 2,Journey,2011,https://www.discogs.com/master/415907,Rock,AOR|Arena Rock|Pop Rock
Mylo Xyloto,Coldplay,2011,https://www.discogs.com/master/377924,Rock,Alternative Rock
The Best Of 25 Years,Sting,2011,https://www.discogs.com/master/401143,Pop|Rock,
I.,Cigarettes After Sex,2012,https://www.discogs.com/master/1011035,Pop|Rock,Avantgarde|Indie Rock
Everything Will Be Alright In The End,Weezer,2014,https://www.discogs.com/master/741903,Rock,Alternative Rock|Power Pop
2014 Forest Hills Drive,J. Cole,2015,https://www.discogs.com/master/767810,Hip Hop,
ORGANVM PERCEPTVS,Happy Valley Band,2016,https://www.discogs.com/release/10077931,Pop|Rock,
Sea Of Noise,St. Paul & The Broken Bones,2016,https://www.discogs.com/master/1055751,Funk / Soul|Rock,Rhythm & Blues|Soul
Touhou Bakuon Jazz BEST,ZUN and TOKYO Active NEETs,2016,,Jazz,
Weezer,Weezer,2016,https://www.discogs.com/master/980266,Rock,Alternative Rock|Pop Rock
Car10,Car10,2017,,,Alternative Rock
Rainbow,Kesha,2017,https://www.discogs.com/master/1221827,"Folk, World, & Country|Funk / Soul|Pop|Rock",Alternative Rock|Ballad|Country Rock|Funk|Pop Rock
Daytona,Pusha T,2018,https://www.discogs.com/master/1400459,Hip Hop,
Fuckoff Mixtape,Trial of the Golden Witch,2018,https://www.discogs.com/release/13813993,Hip Hop,
Kids See Ghosts,Kids See Ghosts,2018,https://www.discogs.com/master/1382703,Hip Hop,Pop Rap
Transgender Street Legend Vol. 1,Left At London,2018,https://www.discogs.com/master/1680969,Pop,
Ye,Kanye West,2018,https://www.discogs.com/master/1372591,Hip Hop,
Weezer (Teal Album),Weezer,2019,https://www.discogs.com/master/1490181,Electronic|Pop|Rock,Alternative Rock|Ballad|Dream Pop|Electro|Pop Rock
